Zip_Code,Date,Sales_Count,%_Home_Increasing,%_Home_Decreasing,Price_to_Rent_Ratio,Median_Rental_Studio,Median_Rental_1B,Median_Rental_2B,Median_Rental_3B,Median_Rental_DupTrip,Median_Rental_SingleFam,Median_Listing_2B,Median_Listing_3B,Median_Listing_5B+,Median_Listing_DupTrip,Median_Listing_SingleFam,Median_Sold_Condo,Median_Sold_SingleFam,Home_Value_1B,Home_Value_2B,Home_Value_3B,Home_Value_4B,Home_Value_5B+,Home_Value_DupTrip,Home_Value_SingleFam
90045,2008-03-31,18.0,3.17,92.9,,,,,,,,,,,,,,488.4434,258541.0,619133.0,751451.0,957070.0,1067409.0,457431.0,790770.0
90045,2008-04-30,23.0,1.89,96.04,,,,,,,,,,,,,,477.4846,253798.0,606446.0,736557.0,939051.0,1053428.0,447394.0,775551.0
90045,2008-05-31,22.0,1.37,97.62,,,,,,,,,,,,,,488.8443,250477.0,592106.0,721095.0,920237.0,1033755.0,437443.0,759673.0
90045,2008-06-30,26.0,1.12,97.96,,,,,,,,,,,,,,487.6117,247840.0,582840.0,711425.0,908516.0,1021593.0,431742.0,749770.0
90045,2008-07-31,24.0,0.62,98.78,,,,,,,,,,,,,,495.5604,244378.0,573021.0,703215.0,898861.0,1007924.0,425681.0,740955.0
90045,2008-08-31,21.0,0.64,98.86,,,,,,,,,,,,,,489.1699,239668.0,566076.0,697924.0,891927.0,1001255.0,417585.0,735235.0
90045,2008-09-30,20.0,0.78,98.37,,,,,,,,,,,,,,487.2095,234695.0,562099.0,695478.0,887311.0,998294.0,412014.0,732570.0
90045,2008-10-31,19.0,1.81,96.31,,,,,,,,,,,,,,485.322,230857.0,559337.0,694228.0,882500.0,993189.0,407374.0,730749.0
90045,2008-11-30,22.0,3.14,93.52,,,,,,,,,,,,,,460.9028,227363.0,554377.0,689441.0,875374.0,984583.0,403209.0,725267.0
90045,2008-12-31,23.0,4.08,92.06,,,,,,,,,,,,,,425.472,224326.0,544032.0,676680.0,860165.0,964688.0,393282.0,711372.0
90045,2009-01-31,14.0,5.57,89.54,,,,,,,,,,,,,,409.4471,220988.0,536028.0,667137.0,850367.0,955350.0,384596.0,701347.0
90045,2009-02-28,19.0,7.12,87.27,,,,,,,,,,,,,,418.1017,218609.0,532802.0,662301.0,844967.0,956155.0,379703.0,696292.0
90045,2009-03-31,28.0,8.9,84.32,,,,,,,,,,,,,,438.3114,216749.0,532343.0,661220.0,842753.0,956172.0,381252.0,695222.0
90045,2009-04-30,25.0,12.26,79.99,,,,,,,,,,,,,,,215579.0,530477.0,658799.0,840200.0,954428.0,381993.0,693219.0
90045,2009-05-31,29.0,15.35,75.37,,,,,,,,,,,,,,432.3317,213163.0,529163.0,656134.0,839473.0,952504.0,382730.0,690777.0
90045,2009-06-30,33.0,19.64,70.44,,,,,,,,,,,,,,421.5432,208778.0,526078.0,653899.0,839672.0,948666.0,377468.0,688476.0
90045,2009-07-31,23.0,25.93,63.39,,,,,,,,,,,,,,436.3349,205337.0,526451.0,654119.0,840188.0,946193.0,373735.0,688317.0
90045,2009-08-31,21.0,29.99,57.4,,,,,,,,,,,,,,453.3798,205447.0,527772.0,657465.0,842554.0,941782.0,372104.0,691884.0
90045,2009-09-30,31.0,30.37,57.33,,,,,,,,,,,,,,453.3928,208474.0,531049.0,660518.0,843091.0,939310.0,372512.0,695273.0
90045,2009-10-31,26.0,32.78,53.75,,,,,,,,,,,,,,439.3025,210974.0,533891.0,664557.0,847636.0,942170.0,372828.0,700220.0
90045,2009-11-30,30.0,41.58,43.04,,,,,,,,,,,,,,456.7556,212067.0,539533.0,671793.0,855781.0,947551.0,373337.0,708096.0
90045,2009-12-31,32.0,60.34,23.57,,,,,,,,,,,,,,469.8023,211855.0,547053.0,683933.0,869894.0,957492.0,376880.0,720868.0
90045,2010-01-31,13.0,65.74,18.62,,,,,,,,,,,,453.333070658889,,,211601.0,551680.0,690465.0,875891.0,958277.0,379088.0,727680.0
90045,2010-02-28,14.0,70.02,16.32,,,,,,,,,,,,452.075471698113,,,209891.0,550097.0,690445.0,875243.0,950283.0,377408.0,727715.0
90045,2010-03-31,31.0,76.32,13.35,,,,,,,,,,,,443.412162162162,,463.56590621039,209076.0,552144.0,691853.0,878315.0,948046.0,373833.0,729515.0
90045,2010-04-30,18.0,78.27,13.76,,,,,,,,,,,,435.1403678606,,465.7312,207315.0,555015.0,694374.0,883576.0,945195.0,370435.0,732185.0
90045,2010-05-31,28.0,75.91,15.61,,,,,,,,,,,,433.655996780053,,474.9546,207089.0,562221.0,702029.0,892810.0,949953.0,371856.0,740705.0
90045,2010-06-30,31.0,71.59,19.63,,,,,,,,,,,,436.234661215467,,458.3235,205288.0,562277.0,699506.0,888847.0,942418.0,372102.0,738363.0
90045,2010-07-31,26.0,65.18,23.28,,,,,,,,,,,,433.759580017626,,458.2686,205174.0,560266.0,695812.0,885868.0,936568.0,372824.0,735506.0
90045,2010-08-31,27.0,59.46,25.9,,,,,,,,,,,,437.524126407974,,453.0938,202545.0,554264.0,687542.0,879765.0,928858.0,371192.0,727378.0
90045,2010-09-30,23.0,57.68,26.61,,,,,,,,,,,,441.737910460051,,452.4702,199187.0,547362.0,681075.0,876862.0,922794.0,367721.0,721312.0
90045,2010-10-31,20.0,46.9,36.27,19.79,,,,,,,,,,,436.429833053107,,434.2145,194730.0,540052.0,674373.0,870956.0,914186.0,363257.0,714391.0
90045,2010-11-30,22.0,34.2,48.71,19.5,,,,,,,,,,,424.495476687543,,426.0277,190844.0,530240.0,664770.0,860821.0,902486.0,356754.0,704533.0
90045,2010-12-31,34.0,22.26,63.1,19.31,,,,,,,,,,,416.427340608845,,423.5854,187972.0,525888.0,659607.0,854549.0,900078.0,353785.0,699612.0
90045,2011-01-31,16.0,15.18,71.79,19.22,,,,,,,,,,,398.941368078176,,,184805.0,522785.0,656111.0,850435.0,899330.0,349237.0,696189.0
90045,2011-02-28,16.0,12.7,75.7,19.07,,,,,,,,,,,411.807580174927,,,183532.0,524175.0,655821.0,850437.0,900703.0,348246.0,696074.0
90045,2011-03-31,24.0,6.47,85.38,18.73,,,,,,,,,,,409.933774834437,,427.83110119048,182121.0,519708.0,651693.0,845564.0,898127.0,343169.0,691566.0
90045,2011-04-30,28.0,5.58,87.5,18.7,,,,,,,,,,,412.18872870249,,422.2198,182850.0,517323.0,648221.0,840708.0,896550.0,341269.0,687792.0
90045,2011-05-31,25.0,5.77,87.7,18.75,,,,,,,,,,,394.69188538462,,440.3002,181918.0,510145.0,640194.0,829957.0,888715.0,334474.0,678748.0
90045,2011-06-30,33.0,4.87,89.03,18.7,,,,,,,,,,,399.777562847001,,420.1464,181987.0,509291.0,639192.0,829299.0,891472.0,331310.0,677698.0
90045,2011-07-31,37.0,4.84,89.23,18.9,,,,,,,,,,,400.188519306883,,430.1466,179176.0,508094.0,638166.0,828037.0,892029.0,327115.0,676241.0
90045,2011-08-31,24.0,6.12,87.68,19.03,,,,,,,,,,,404.931506849315,289.37439613527,425.1632,177443.0,509753.0,636135.0,827430.0,901976.0,324992.0,674144.0
90045,2011-09-30,26.0,6.87,87.2,19.03,,,,,,,,,,,404.861330820235,,413.8446,176403.0,509757.0,631195.0,823262.0,904864.0,323267.0,668713.0
90045,2011-10-31,26.0,7.44,86.68,18.97,,,,,,,,,,,402.272191044374,,390.2793,176789.0,508768.0,625445.0,817252.0,909603.0,320936.0,662671.0
90045,2011-11-30,24.0,9.22,84.27,18.57,,,,,,,,,,,400.640224358974,,421.7266,177646.0,510888.0,625524.0,816808.0,913520.0,320107.0,663127.0
90045,2011-12-31,43.0,9.23,85.17,18.5,,,,,,,,,,,385.227645442633,,415.487,179342.0,509765.0,622810.0,813293.0,913620.0,318103.0,660590.0
90045,2012-01-31,24.0,9.36,85.24,18.31,,,,,,,,,,,383.13975575886,,,181267.0,509817.0,621185.0,813589.0,915608.0,320058.0,659797.0
90045,2012-02-29,22.0,11.72,81.43,18.53,,,,,,,,,,,387.316561844864,,390.1848,183103.0,507455.0,619264.0,812447.0,916978.0,319428.0,658203.0
90045,2012-03-31,39.0,14.09,78.39,18.48,,,,,,,,,,,397.746967071057,,407.9838,183615.0,508241.0,619325.0,813496.0,917751.0,321460.0,658585.0
90045,2012-04-30,31.0,15.18,78.58,18.58,,,,,,,,,,,392.824340966101,,435.367,183536.0,509391.0,620812.0,815560.0,922472.0,320800.0,660016.0
90045,2012-05-31,34.0,18.48,73.46,18.62,,,,,,,,,,,391.076664212211,,423.8096,184103.0,513533.0,623708.0,819846.0,926838.0,321041.0,663017.0
90045,2012-06-30,33.0,28.12,59.1,18.73,,,,,,,,,,,386.627245849443,,415.6981,185283.0,517406.0,627491.0,821982.0,929655.0,322019.0,666441.0
90045,2012-07-31,33.0,41.25,43.65,18.97,,,,,,,,,,,394.82055314032,,411.8016,187994.0,520890.0,630380.0,823699.0,934429.0,322769.0,669308.0
90045,2012-08-31,43.0,51.1,32.79,18.93,,,,,,,,,,,417.431547399395,,437.7058,189188.0,523911.0,636062.0,825825.0,932929.0,324990.0,674509.0
90045,2012-09-30,41.0,62.19,23.63,19.57,,,,,,,,,,,418.435754189944,,429.2,188263.0,528840.0,644642.0,832123.0,937590.0,327382.0,682812.0
90045,2012-10-31,43.0,73.65,16.13,19.74,,,,,,,,,,,397.407241841752,,438.7712,187192.0,537748.0,656725.0,844408.0,941225.0,331321.0,694789.0
90045,2012-11-30,33.0,81.26,11.55,20.24,,,,,,,,,,,396.689705450509,,434.0394,187278.0,545217.0,665116.0,854704.0,951811.0,335103.0,702946.0
90045,2012-12-31,47.0,87.07,8.53,20.31,,,,,,,,,,,391.324626865672,,455.8491,187007.0,554889.0,674285.0,867640.0,964790.0,337190.0,712189.0
90045,2013-01-31,21.0,89.06,8.03,20.38,,,,,,,,,,,379.579427750318,,,187089.0,562262.0,681164.0,874144.0,973143.0,337856.0,718358.0
90045,2013-02-28,26.0,90.35,6.76,20.45,,,,,,,,,,,403.000345501037,,404.4202,187019.0,573536.0,692595.0,887871.0,985384.0,341410.0,729841.0
90045,2013-03-31,45.0,91.79,6.13,20.55,,,,,,,,,,,451.472173686031,,395.9542,189036.0,585046.0,705648.0,901530.0,1000659.0,346605.0,743091.0
90045,2013-04-30,37.0,92.12,5.48,20.58,,,,,,,,,,,455.785447919315,,443.4824,190903.0,597772.0,721511.0,919178.0,1016507.0,354078.0,759540.0
90045,2013-05-31,46.0,92.76,4.97,20.74,,,,,,,,,,,434.633491950997,,476.8725,193866.0,607258.0,735199.0,933635.0,1034261.0,360191.0,774034.0
90045,2013-06-30,38.0,94.47,3.82,21.14,,,,,,,,,,,436.134453781513,,485.4526,197822.0,616592.0,747841.0,949848.0,1049564.0,364475.0,787592.0
90045,2013-07-31,37.0,96.45,2.57,21.36,,,,,,,,,,,447.055575516279,,501.3428,201966.0,626361.0,760703.0,965864.0,1065732.0,368217.0,801342.0
90045,2013-08-31,55.0,97.21,2.02,21.85,,,,,,,,,,,453.360008734279,,501.2095,207887.0,641174.0,777517.0,985424.0,1082587.0,372962.0,819160.0
90045,2013-09-30,41.0,96.88,1.95,21.85,,,,,,,,,,,467.19908727895,,506.1735,214317.0,654186.0,790654.0,1000960.0,1100076.0,376718.0,833367.0
90045,2013-10-31,44.0,97.28,2.13,21.67,,,,,,,,,,,474.404761904762,,473.4646,220227.0,663726.0,799048.0,1010096.0,1115445.0,380741.0,842408.0
90045,2013-11-30,37.0,96.95,2.41,22.74,,,,,,,,,,,476.973684210526,,477.65,224087.0,669422.0,804609.0,1015099.0,1126011.0,383373.0,848133.0
90045,2013-12-31,40.0,96.96,2.39,22.92,,,,,,,,,,,465.243568691845,,491.0469,227787.0,672019.0,809286.0,1016057.0,1127399.0,385883.0,852072.0
90045,2014-01-31,21.0,97.37,2.03,23.12,,,,,,,,,,,492.627345844504,,,232009.0,677765.0,817226.0,1022671.0,1134723.0,388931.0,859551.0
90045,2014-02-28,27.0,97.5,1.79,23.2,,,,,,,,,,,497.508896797153,,490.0902,235198.0,680688.0,819832.0,1022958.0,1136426.0,390215.0,861533.0
90045,2014-03-31,41.0,97.42,1.66,23.28,,,,,,,,496.67802385009,,,472.397995230946,,526.335,237226.0,684840.0,823023.0,1025934.0,1139493.0,391345.0,864269.0
90045,2014-04-30,37.0,97.68,1.32,23.22,,,,,,,,527.00186219739,,,497.435897435897,,539.8195,239189.0,685547.0,822282.0,1024968.0,1142395.0,389492.0,863343.0
90045,2014-05-31,49.0,96.78,1.73,23.05,,,,,,,,536.03333624545,,,500.463487895606,,523.7226,240889.0,687508.0,823206.0,1026622.0,1145455.0,388243.0,863784.0
90045,2014-06-30,34.0,94.55,3.23,22.66,,,,,,,,548.13725227296,,,525.895140664962,,531.5809,242463.0,688752.0,822919.0,1027144.0,1151872.0,388214.0,863427.0
90045,2014-07-31,50.0,92.4,4.54,22.08,,,,,,,,553.77421509686,,,532.440056417489,,535.5145,243753.0,693244.0,824158.0,1032232.0,1158064.0,393197.0,865100.0
90045,2014-08-31,53.0,88.98,6.34,21.31,,,,,,,,579.9522673031,,,525.706447997168,,547.3368,244026.0,690208.0,818067.0,1030800.0,1157157.0,393397.0,859579.0
90045,2014-09-30,34.0,84.22,9.24,20.86,,,,,,,,565.25328002301,,,521.578547839055,,573.5622,244591.0,688753.0,814485.0,1030942.0,1154882.0,392901.0,856529.0
90045,2014-10-31,38.0,74.33,16.71,20.52,,,,,,,,530.38348082596,,,517.639136809894,,568.0811,246162.0,686216.0,813153.0,1030695.0,1153766.0,388762.0,855259.0
90045,2014-11-30,26.0,70.51,20.69,20.65,,,,,,,,500.66653130049,,,497.569961276062,,,248781.0,691518.0,820194.0,1040204.0,1162184.0,389464.0,863190.0
90045,2014-12-31,36.0,63.73,27.51,20.81,,,,,,,,505.05514705882,,,493.597427854957,,488.4668,253045.0,698152.0,826383.0,1049709.0,1175527.0,392497.0,870583.0
90045,2015-01-31,26.0,64.83,26.36,20.89,,,,,,,,502.91942305919,,,497.971074881893,,,256219.0,705948.0,834573.0,1062299.0,1189944.0,396512.0,880189.0
90045,2015-02-28,24.0,67.61,23.75,20.71,,,,,,,,548.67698452321,,,495.565610459459,,,260709.0,713651.0,842928.0,1073736.0,1207967.0,400953.0,889217.0
90045,2015-03-31,38.0,71.2,20.5,20.61,,,,,,,,556.46984924623,,,521.291208791209,,,265628.0,720247.0,851163.0,1083423.0,1226202.0,403627.0,897895.0
90045,2015-04-30,42.0,76.87,14.33,20.38,,,,,,,,570.447956358486,,,527.390152682209,,562.93049467752,269567.0,724790.0,854698.0,1086760.0,1231731.0,405061.0,901306.0
90045,2015-05-31,28.0,85.11,7.51,20.48,,,,,,,,573.705911975354,,,537.096020977285,,588.8914,272680.0,732958.0,861938.0,1095878.0,1240613.0,409297.0,908884.0
90045,2015-06-30,61.0,90.14,4.77,20.4,,,,,,,,629.060512940782,,,572.963294538944,,602.2443,273189.0,741988.0,869768.0,1106326.0,1243993.0,413012.0,916645.0
90045,2015-07-31,41.0,93.44,3.15,20.35,,,,,,,,629.68046029286,,,587.934560327198,,653.5352,273914.0,752340.0,886064.0,1119706.0,1244168.0,413232.0,931623.0
90045,2015-08-31,36.0,95.0,2.74,20.48,,,,,,,,577.685950413223,,,565.372289487906,,665.1911,274288.0,762751.0,901656.0,1132922.0,1252955.0,412627.0,945708.0
90045,2015-09-30,30.0,95.26,2.88,20.66,,,,,,,,563.90977443609,,,563.90977443609,,633.9051,274333.0,771293.0,916985.0,1145779.0,1258808.0,413477.0,959230.0
